Restaurant ID,Restaurant Name,Country Code,Country,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,cost for 2,Currency,Avg Cost for 2,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
16611114,Whitebull Hotel,14,Australia,Armidale,"117 Marsh St, Armidale, NSW",Armidale,"Armidale, Armidale",151.6688792,-30.5147169,"Bar Food, Steak",20,Dollar($),,No,No,No,No,2,3.5,Yellow,Good,25
16608864,Taste of Balingup,14,Australia,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,"Balingup, Balingup",115.9844924,-33.7845269,Modern Australian,20,Dollar($),,No,No,No,No,2,3.2,Orange,Average,21
16604911,Bridge Road Brewers,14,Australia,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Beechworth, Beechworth",146.685852,-36.360439,"Pizza, Bar Food",20,Dollar($),,No,No,No,No,2,4.6,Dark Green,Excellent,237
16615894,The Giggling Goat,14,Australia,Dicky Beach,"14 Beerburrum St, Dicky Beach, QLD",Dicky Beach,"Dicky Beach, Dicky Beach",153.137401,-26.783576,"Coffee and Tea, Tea, Modern Australian",7,Dollar($),,No,No,No,No,1,3.6,Yellow,Good,29
16612028,The Belle General,14,Australia,East Ballina,"12 Shelly Beach Rd, East Ballina, NSW",East Ballina,"East Ballina, East Ballina",153.593331,-28.862663,Cafe,20,Dollar($),,No,No,No,No,2,4.1,Green,Very Good,56
16613507,Flaxton Gardens,14,Australia,Flaxton,"313 Flaxton Drive, Flaxton, QLD",Flaxton,"Flaxton, Flaxton",152.8771473,-26.6521332,"Tea, Modern Australian",30,Dollar($),,No,No,No,No,3,3.5,Yellow,Good,37
16607969,Bespoke Harvest,14,Australia,Forrest,"16 Grant St, Forrest, VIC",Forrest,"Forrest, Forrest",143.714315,-38.517292,"Cafe, Australian",20,Dollar($),,No,No,No,No,2,3.7,Yellow,Good,29
16604358,Blue Bean Love Cafe,14,Australia,Hepburn Springs,"115 Main Rd, Hepburn Springs, Hepburn Springs, VIC",Hepburn Springs,"Hepburn Springs, Hepburn Springs",144.1387014,-37.3123267,"Cafe, Coffee and Tea, Modern Australian",20,Dollar($),,No,No,No,No,2,3.8,Yellow,Good,192
16604896,La Trattoria of Lavandula,14,Australia,Hepburn Springs,"350 Hepburn-Newstead Road, Hepburn Springs, VIC",Hepburn Springs,"Hepburn Springs, Hepburn Springs",144.110062,-37.275494,"Italian, Fusion, Cafe",7,Dollar($),,No,No,No,No,1,3.8,Yellow,Good,93
16612550,5 Little Pigs,14,Australia,Huskisson,"64 Owen St, Huskisson, NSW",Huskisson,"Huskisson, Huskisson",150.6710743,-35.0388698,"Breakfast, Modern Australian",20,Dollar($),,No,No,No,No,2,4.1,Green,Very Good,40
16606299,Beach Box Cafe,14,Australia,Inverloch,"6a Ramsay Blvd, Inverloch, VIC",Inverloch,"Inverloch, Inverloch",145.7287133,-38.6347458,"Burger, Coffee and Tea, Modern Australian",7,Dollar($),,No,No,No,No,1,3.7,Yellow,Good,100
16605794,Funkey Monkey,14,Australia,Lakes Entrance,"26 Myer street, Lakes Entrance, VIC",Lakes Entrance,"Lakes Entrance, Lakes Entrance",147.9942247,-37.8783865,"Breakfast, Coffee and Tea",7,Dollar($),,No,No,No,No,1,3.8,Yellow,Good,97
16611498,Stillwater on Belmore,14,Australia,Lorn,"27 Belmore Rd,, Lorn, NSW",Lorn,"Lorn, Lorn",151.558475,-32.728097,"Breakfast, Coffee and Tea",20,Dollar($),,No,No,No,No,2,3.6,Yellow,Good,18
17842104,Mr.,14,Australia,Macedon,"23 Victoria St, Macedon, VIC",Macedon,"Macedon, Macedon",144.564174,-37.423189,Cafe,20,Dollar($),,No,No,No,No,2,3.5,Yellow,Good,31
16611701,Star Buffet,14,Australia,Mayfield,"58 Hanbury St, Mayfield, NSW",Mayfield,"Mayfield, Mayfield",151.7343832,-32.899178,Asian,20,Dollar($),,No,No,No,No,2,2.9,Orange,Average,11
6703956,Super Grill,30,Brazil,Sí£o Paulo,"Shopping Morumbi - Piso Lazer, Avenida Roque Petroni Jí_nior, 1089, Santo Amaro, Sí£o Paulo","Shopping Morumbi, Santo Amaro","Shopping Morumbi, Santo Amaro, Sí£o Paulo",-46.698574,-23.622925,Brazilian,50,Brazilian Real(R$),13,No,No,No,No,2,0,White,Not rated,2
6600681,Chez Michou,30,Brazil,Brasí_lia,"SCLN, 208, Bloco A, Loja 30, Asa Norte, Brasí_lia",Asa Norte,"Asa Norte, Brasí_lia",-47.88178889,-15.76414167,"Fast Food, French",55,Brazilian Real(R$),14.3,No,No,No,No,2,3,Orange,Average,6
6710645,Cantinho da Gula,30,Brazil,Sí£o Paulo,"Rua Pedroso Alvarenga, 522, Itaim Bibi, Sí£o Paulo, SP",Itaim Bibi,"Itaim Bibi, Sí£o Paulo",-46.67566667,-23.581,Brazilian,55,Brazilian Real(R$),14.3,No,No,No,No,2,0,White,Not rated,0
6600441,Maori,30,Brazil,Brasí_lia,"CLN 110, Bloco D, Loja 28, Asa Norte, Brasí_lia",Asa Norte,"Asa Norte, Brasí_lia",-47.88816667,-15.75883333,Brazilian,60,Brazilian Real(R$),15.6,No,No,No,No,3,3.8,Yellow,Good,11
6601361,Buena Carne,30,Brazil,Brasí_lia,"Avenida Araucíçrias, 1325, Loja 19, íguas Claras, Brasí_lia",íguas Claras,"íguas Claras, Brasí_lia",-48.01909167,-15.839775,"Bar Food, Brazilian",60,Brazilian Real(R$),15.6,No,No,No,No,3,3.6,Yellow,Good,9
7301215,Bibi,30,Brazil,Rio de Janeiro,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.18669167,-22.97207222,"Juices, Healthy Food",60,Brazilian Real(R$),15.6,No,No,No,No,3,4.7,Dark Green,Excellent,24
7300704,TT Burger,30,Brazil,Rio de Janeiro,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro","Galeria River, Copacabana","Galeria River, Copacabana, Rio de Janeiro",-43.191,-22.98683333,Burger,60,Brazilian Real(R$),15.6,No,No,No,No,3,4.8,Dark Green,Excellent,19
6701419,Divino Fogí£o,30,Brazil,Sí£o Paulo,"Shopping MetríÇ Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, Sí£o Paulo","Shopping MetríÇ Santa Cruz, Vila Mariana","Shopping MetríÇ Santa Cruz, Vila Mariana, Sí£o Paulo",-46.63716667,-23.5995,"Brazilian, Mineira",65,Brazilian Real(R$),16.9,No,No,No,No,3,0,White,Not rated,2
7304307,Confeitaria Colombo,30,Brazil,Rio de Janeiro,"Rua Goní_alves Dias, 32, Centro, Rio de Janeiro",Centro,"Centro, Rio de Janeiro",-43.178826,-22.905293,"Desserts, Cafe",100,Brazilian Real(R$),26,No,No,No,No,4,4.8,Dark Green,Excellent,29
7300955,Braseiro da Gíçvea,30,Brazil,Rio de Janeiro,"Praí_a Santos Dumont, 116, Gíçvea, Rio de Janeiro",Gíçvea,"Gíçvea, Rio de Janeiro",-43.227042,-22.973507,"Brazilian, Bar Food",100,Brazilian Real(R$),26,No,No,No,No,4,4.9,Dark Green,Excellent,40
6700846,Kawa Sushi,30,Brazil,Sí£o Paulo,"Alameda Lorena, 300, Jardim Paulista, Sí£o Paulo",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.657418,-23.571638,"Sushi, Japanese",120,Brazilian Real(R$),31.2,No,No,No,No,4,3.5,Yellow,Good,9
6701257,Meats,30,Brazil,Sí£o Paulo,"Rua dos Pinheiros, 320, Pinheiros, Sí£o Paulo",Pinheiros,"Pinheiros, Sí£o Paulo",-46.68133333,-23.56483333,"Gourmet Fast Food, Burger",120,Brazilian Real(R$),31.2,No,No,No,No,4,4.3,Green,Very Good,68
6713772,Sainte Marie Gastronomia,30,Brazil,Sí£o Paulo,"Rua Dom Joí£o Batista da Costa, 70, Vila SíÇnia, Sí£o Paulo",Vila SíÇnia,"Vila SíÇnia, Sí£o Paulo",-46.746958,-23.609207,"Lebanese, Arabian",120,Brazilian Real(R$),31.2,No,No,No,No,4,4.1,Green,Very Good,11
7303219,Pesqueiro Eco Gourmet,30,Brazil,Rio de Janeiro,"Praia da Barra da Tijuca, Avenida Lí_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",Barra da Tijuca,"Barra da Tijuca, Rio de Janeiro",-43.377,-23.0115,"Seafood, Bar Food, Brazilian",140,Brazilian Real(R$),36.4,No,No,No,No,4,4,Green,Very Good,7
6600083,Villa Tevere,30,Brazil,Brasí_lia,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.92366667,-15.83133333,Italian,150,Brazilian Real(R$),39,No,No,No,No,4,4.1,Green,Very Good,12
16659169,Tokyo Sushi,37,Canada,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,"Chatham-Kent, Chatham-Kent",-82.188438,42.397683,"Japanese, Sushi",25,Dollar($),,No,No,No,No,2,3.7,Yellow,Good,176
16643459,Consort Restaurant,37,Canada,Consort,"4931 50th Street, Consort, AB T0C 1B0",Consort,"Consort, Consort",-110.7746994,52.0082889,"Chinese, Canadian",25,Dollar($),,No,No,No,No,2,3,Orange,Average,6
16654702,Lake House Restaurant,37,Canada,Vineland Station,"3100 N Service Rd, Vineland Station, ON L0R2E0",Vineland Station,"Vineland Station, Vineland Station",-79.3791465,43.1868697,"Italian, Mediterranean, Pizza",70,Dollar($),,No,No,No,No,4,4.3,Green,Very Good,204
16668008,Arigato Sushi,37,Canada,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25,Dollar($),,No,No,No,No,2,3.3,Orange,Average,26
18466410,Delhi Chaat Bhandar,1,India,New Delhi,"Indira Vikas Colony, Near Nirankari School, Mukherjee Nagar,  New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2087734,28.7130677,Street Food,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
310988,Special Tea Point,1,India,New Delhi,"Ground Floor, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2188247,28.709454,"Street Food, North Indian",50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
310952,Student Corner,1,India,New Delhi,"G-94, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2188247,28.7091854,Fast Food,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
9271,Raju De Special Paneer Wale,1,India,New Delhi,"1506, Chawla Stand, Gaushala Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9856215,28.6100946,North Indian,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
306653,Yadav Ji Chholey Bhature,1,India,New Delhi,"Main Road, Mahavir Enclave, Part 3, Palam, New Delhi",Palam,"Palam, New Delhi",77.0686475,28.6062929,Street Food,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,1
18455545,Freezy,1,India,New Delhi,"Shop 11, Opposite Super Medicos, Main Market, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1184103,28.6351694,Ice Cream,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
18430905,Ram Ram Ji Kachori Bhandar,1,India,New Delhi,"WZ 10, Tihar Village, Main Road, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1079298,28.6360338,Street Food,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
18492057,Shree Raja Ram,1,India,New Delhi,"WZ 56, Meenakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1055523,28.6398129,Fast Food,50,Indian Rupees(Rs.),0.7,No,No,No,No,1,0,White,Not rated,0
311866,Mx Corn,1,India,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon","Ansal Plaza Mall, Palam Vihar","Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0418253,28.5114067,Fast Food,100,Indian Rupees(Rs.),1.4,No,No,No,No,1,0,White,Not rated,2
18291231,Gopi Sweets & Caters,1,India,Gurgaon,"Vohra Market, Near Government School, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.0787448,28.4346864,"Mithai, North Indian",100,Indian Rupees(Rs.),1.4,No,No,No,No,1,0,White,Not rated,0
302229,Shree Bikaner Misthan Bhandar,1,India,Gurgaon,"U-5/50, Road 16, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0941281,28.4921002,"Street Food, Mithai",100,Indian Rupees(Rs.),1.4,No,Yes,No,No,1,3.1,Orange,Average,29
18396399,French Omelette,1,India,Gurgaon,"New Colony More, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0204174,28.4668549,Fast Food,100,Indian Rupees(Rs.),1.4,No,No,No,No,1,3.2,Orange,Average,7
18017239,Mangle Di Kulfi,1,India,Gurgaon,"154-B, New Colony Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0168909,28.4655014,"Ice Cream, Desserts",100,Indian Rupees(Rs.),1.4,No,No,No,No,1,3.6,Yellow,Good,18
304771,Bansiwala Sweets,1,India,Gurgaon,"Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0197677,28.4859483,"Street Food, Mithai",100,Indian Rupees(Rs.),1.4,No,No,No,No,1,0,White,Not rated,1
7423620,Momo Milk,94,Indonesia,Bogor,"Jl. Kantor Pos No. 6, Bogor Timur, Bogor",Bogor Timur,"Bogor Timur, Bogor",106.8103014,-6.606916768,"Cafe, Desserts, Beverages",70000,Indonesian Rupiah(IDR),4.97,No,No,No,No,2,3.7,Yellow,Good,783
18409146,Fish Streat,94,Indonesia,Jakarta,"Jl. Tanjung Duren Utara III, Blok M Kav. 32, Tanjung Duren, Jakarta",Tanjung Duren,"Tanjung Duren, Jakarta",0,0,"Seafood, Western",100000,Indonesian Rupiah(IDR),7.1,No,No,No,No,3,3.4,Orange,Average,152
18408381,Fish Streat,94,Indonesia,Jakarta,"Jl. Tebet Timur Dalam Raya 44B, Tebet, Jakarta",Tebet,"Tebet, Jakarta",106.8564133,-6.232815715,"Seafood, Western",100000,Indonesian Rupiah(IDR),7.1,No,No,No,No,3,4,Green,Very Good,331
18370659,Flip Burger,94,Indonesia,Jakarta,"Jl. Senopati No. 27, Senopati, Jakarta",Senopati,"Senopati, Jakarta",106.8085503,-6.23077495,Burger,120000,Indonesian Rupiah(IDR),8.52,No,No,No,No,3,4.4,Green,Very Good,410
18400530,Noah's Barn Coffeenery,94,Indonesia,Bandung,"Jl. Dayang Sumbi No. 2, Dago, Bandung",Dago,"Dago, Bandung",107.6127895,-6.887057501,"Cafe, Coffee and Tea, Western",150000,Indonesian Rupiah(IDR),10.65,No,No,No,No,3,4.2,Green,Very Good,22
7405789,Toodz House,94,Indonesia,Jakarta,"Jl. Cipete Raya No. 79, Fatmawati, Jakarta",Fatmawati,"Fatmawati, Jakarta",106.801782,-6.278012,"Cafe, Italian, Coffee and Tea, Western, Indonesian",165000,Indonesian Rupiah(IDR),11.715,No,No,No,No,3,4.6,Dark Green,Excellent,1476
7422633,Talaga Sampireun,94,Indonesia,Jakarta,Jl. Lingkar Luar Barat,Cengkareng,"Cengkareng, Jakarta",106.7285083,-6.168466667,"Sunda, Indonesian",200000,Indonesian Rupiah(IDR),14.2,No,No,No,No,3,4.9,Dark Green,Excellent,1662
7000162,Giapo,148,New Zealand,Auckland,"12 Gore Street, Auckland CBD, Auckland",Britomart,"Britomart, Auckland",174.768851,-36.845553,"Ice Cream, Desserts",20,NewZealand($),13.6,No,No,No,No,1,4.7,Dark Green,Excellent,617
18217279,Miann,148,New Zealand,Auckland,"57 Fort Street, Auckland Auckland CBD",Fort Street,"Fort Street, Auckland",174.768986,-36.84604966,Desserts,25,NewZealand($),17,No,No,No,No,1,4.9,Dark Green,Excellent,281
7101011,Ekim Burgers,148,New Zealand,Wellington City,"257 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.774151,-41.296107,Fast Food,25,NewZealand($),17,No,No,No,No,1,4.5,Dark Green,Excellent,195
7000992,Eden Noodles Cafe Î__Î‡_†ƒ_†ƒ_¢,148,New Zealand,Auckland,"105 Dominion Road, Mt Eden, Auckland 1024",Mt Eden,"Mt Eden, Auckland",174.7524415,-36.87177949,Chinese,35,NewZealand($),23.8,No,No,No,No,2,4.3,Green,Very Good,212
18251260,Kiss Kiss,148,New Zealand,Auckland,"1 Rocklands Avenue, Balmoral, Auckland",Balmoral,"Balmoral, Auckland",174.74808,-36.888662,Thai,40,NewZealand($),27.2,No,No,No,No,2,4.3,Green,Very Good,133
7003855,Orleans,148,New Zealand,Auckland,"Roukai Lane, 48 Custom Street East, Britomart, Auckland CBD, Auckland 1010",Britomart,"Britomart, Auckland",174.7695519,-36.8453314,American,65,NewZealand($),44.2,No,No,No,No,3,4.1,Green,Very Good,431
18383350,Tucks and Bao,148,New Zealand,Auckland,"19 Davis Cresent, Newmarket, Auckland 1023",Newmarket,"Newmarket, Auckland",174.777987,-36.86565,"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",70,NewZealand($),47.6,No,No,No,No,4,3.5,Yellow,Good,86
7100171,Ombra,148,New Zealand,Wellington City,"199 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.775,-41.29483333,Italian,70,NewZealand($),47.6,No,No,No,No,4,4.5,Dark Green,Excellent,152
7100938,wagamama,148,New Zealand,Wellington City,"33 Customhouse Quay, Wellington Central, Wellington City 6011",Wellington Central,"Wellington Central, Wellington City",174.7792237,-41.28303381,"Japanese, Asian",70,NewZealand($),47.6,No,No,No,No,4,3.7,Yellow,Good,131
7101310,Loretta,148,New Zealand,Wellington City,"181 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.775296,-41.294154,"European, Cafe",80,NewZealand($),54.4,No,No,No,No,4,4.2,Green,Very Good,113
7101000,Olive,148,New Zealand,Wellington City,"170 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.775005,-41.294402,"Mediterranean, Cafe, European",80,NewZealand($),54.4,No,No,No,No,4,4.2,Green,Very Good,146
7000095,Depot Eatery and Oyster Bar,148,New Zealand,Auckland,"86 Federal Street, Auckland CBD, Auckland, 1010",Federal Street,"Federal Street, Auckland",174.762527,-36.848988,"Seafood, Kiwi",90,NewZealand($),61.2,No,No,No,No,4,4.8,Dark Green,Excellent,598
18419011,The Kimchi Project,148,New Zealand,Auckland,"20 Lorne Street, Auckland CBD, Auckland",Lorne Street,"Lorne Street, Auckland",174.765767,-36.85014119,"Asian Fusion, Cafe",90,NewZealand($),61.2,No,No,No,No,4,4.2,Green,Very Good,61
7006107,The Garden Shed,148,New Zealand,Auckland,"470 Mt Eden Road, Mt Eden, Auckland 1024",Mt Eden,"Mt Eden, Auckland",174.762354,-36.882604,"Kiwi, European",90,NewZealand($),61.2,No,No,No,No,4,4.2,Green,Very Good,271
7100788,The Crab Shack,148,New Zealand,Wellington City,"15 Jervois Quay, Queens Wharf, Wellington Central, Wellington City",Wellington Central,"Wellington Central, Wellington City",174.7791667,-41.28483333,"Seafood, Kiwi",90,NewZealand($),61.2,No,No,No,No,4,4.1,Green,Very Good,229
7001208,De Fontein Belgian Beer Cafe,148,New Zealand,Auckland,"75-79 Tamaki Drive, Mission Bay, Auckland",Mission Bay,"Mission Bay, Auckland",174.8320893,-36.84831519,European,100,NewZealand($),68,No,No,No,No,4,2.3,Red,Poor,402
7100660,Dragonfly,148,New Zealand,Wellington City,"70 Courtenay Place, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.7806667,-41.293,Asian,100,NewZealand($),68,No,No,No,No,4,4.3,Green,Very Good,143
7100811,Floriditas,148,New Zealand,Wellington City,"161 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.7755,-41.29383333,"Italian, Cafe",105,NewZealand($),71.4,No,No,No,No,4,4.2,Green,Very Good,170
7101081,Charley Noble Eatery & Bar,148,New Zealand,Wellington City,"Huddart Parker Building, Ground Floor, 1 Post Office Square, Wellington Central, Wellington City",Wellington Central,"Wellington Central, Wellington City",174.7774651,-41.28496092,European,110,NewZealand($),74.8,No,No,No,No,4,4.3,Green,Very Good,141
